target,window_index,unit,true_rul,pred_rul,true_fault,fault_probability,sensor,sensor_rank,abs_input_gradient,subsystem,likely_fault_mode,maintenance_action
rul,7704,76,21.0,21.130605697631836,1.0,0.9173076748847961,s20,10,0.07414494454860687,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,7704,76,21.0,21.130605697631836,1.0,0.9173076748847961,s13,11,0.06673016399145126,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
rul,7704,76,21.0,21.130605697631836,1.0,0.9173076748847961,s3,12,0.06648100167512894,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
rul,7704,76,21.0,21.130605697631836,1.0,0.9173076748847961,s17,13,0.05225316807627678,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
rul,7704,76,21.0,21.130605697631836,1.0,0.9173076748847961,s8,14,0.042558200657367706,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s9,1,0.42648258805274963,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s14,2,0.31012943387031555,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s2,3,0.07144291698932648,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s8,4,0.0702093094587326,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s11,5,0.048172906041145325,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s12,6,0.04709448292851448,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s15,7,0.04516460373997688,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s4,8,0.04356272146105766,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s20,9,0.03613273426890373,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s13,10,0.032712049782276154,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s3,11,0.03154180571436882,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s21,12,0.030672777444124222,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s17,13,0.025949627161026,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
rul,10192,100,23.0,24.047304153442383,1.0,0.9160212874412537,s7,14,0.013741965405642986,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s12,1,0.4266510009765625,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s13,2,0.3133911192417145,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s11,3,0.2776809632778168,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s2,4,0.2641001343727112,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s7,5,0.20577244460582733,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s8,6,0.19481498003005981,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s14,7,0.1911529153585434,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s15,8,0.09431376308202744,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s9,9,0.08077620714902878,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s21,10,0.07549340277910233,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s4,11,0.06931491941213608,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s17,12,0.06915289908647537,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s20,13,0.05723833292722702,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,5576,56,20.0,17.499868392944336,1.0,0.9156878590583801,s3,14,0.05573958903551102,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s12,1,0.44464901089668274,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s11,2,0.4094972610473633,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s2,3,0.35771700739860535,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s7,4,0.23760169744491577,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s21,5,0.23540626466274261,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s4,6,0.21897387504577637,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s15,7,0.20399856567382812,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s13,8,0.16422976553440094,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s20,9,0.16338035464286804,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s9,10,0.14065323770046234,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s8,11,0.12219715118408203,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s3,12,0.10594969242811203,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s14,13,0.10221974551677704,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
rul,2963,31,15.0,19.918968200683594,1.0,0.9109408855438232,s17,14,0.08226390928030014,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s9,1,0.44389769434928894,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s14,2,0.32843220233917236,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s2,3,0.0762336254119873,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s8,4,0.06264631450176239,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s11,5,0.0624353289604187,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s15,6,0.04746733978390694,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s20,7,0.044229619204998016,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s12,8,0.043274957686662674,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s3,9,0.029688280075788498,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s21,10,0.029096107929944992,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s13,11,0.027684222906827927,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s7,12,0.026194868609309196,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s17,13,0.021408844739198685,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
rul,2239,24,22.0,24.33854103088379,1.0,0.9105482697486877,s4,14,0.02126488834619522,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s11,1,0.4451732635498047,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s12,2,0.44225654006004333,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s2,3,0.3690168559551239,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s21,4,0.2549205720424652,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s7,5,0.251085489988327,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s4,6,0.2323504239320755,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s15,7,0.2064802497625351,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s20,8,0.17374512553215027,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s13,9,0.17206573486328125,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s9,10,0.1463537961244583,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s8,11,0.129640132188797,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s14,12,0.1066497340798378,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s3,13,0.10500378161668777,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
rul,2962,31,16.0,20.10130500793457,1.0,0.9092984199523926,s17,14,0.08368665724992752,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s13,1,0.26990318298339844,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s14,2,0.2530968189239502,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s12,3,0.18990525603294373,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s11,4,0.16283446550369263,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s8,5,0.15446144342422485,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s7,6,0.1399410218000412,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s2,7,0.1318964660167694,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s9,8,0.11917367577552795,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s21,9,0.08267877995967865,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s15,10,0.07510516792535782,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s17,11,0.059855587780475616,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s20,12,0.05962198227643967,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s3,13,0.0461457222700119,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
rul,4063,42,15.0,16.897153854370117,1.0,0.9081571102142334,s4,14,0.033810243010520935,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s12,1,0.46341603994369507,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s13,2,0.3189214766025543,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s11,3,0.27895137667655945,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s2,4,0.27148330211639404,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s7,5,0.20815417170524597,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s14,6,0.20788680016994476,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s8,7,0.19098445773124695,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s15,8,0.09981133788824081,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s21,9,0.09105929732322693,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s9,10,0.08947201073169708,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s4,11,0.08188340067863464,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s20,12,0.06397388130426407,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s17,13,0.0637216866016388,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
rul,5575,56,21.0,18.042726516723633,1.0,0.9076610803604126,s3,14,0.0521358847618103,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s12,1,0.5659721493721008,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s2,2,0.5171014666557312,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s11,3,0.4940381944179535,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s7,4,0.28996050357818604,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s21,5,0.21471937000751495,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s13,6,0.19545002281665802,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s4,7,0.18220117688179016,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s15,8,0.1737668812274933,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s8,9,0.1559382528066635,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s20,10,0.13609375059604645,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s3,11,0.11799211800098419,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s17,12,0.09362026304006577,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s9,13,0.07110924273729324,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
rul,8242,81,17.0,19.155649185180664,1.0,0.9055777192115784,s14,14,0.03458629176020622,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s11,1,0.4634821116924286,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s12,2,0.4246489703655243,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s2,3,0.38821640610694885,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s21,4,0.27465298771858215,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s7,5,0.25501683354377747,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s4,6,0.2248271256685257,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s15,7,0.20393644273281097,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s20,8,0.17764253914356232,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s13,9,0.16480031609535217,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s9,10,0.1588933914899826,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s8,11,0.13881202042102814,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s14,12,0.11384817957878113,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s3,13,0.10179881751537323,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
rul,2961,31,17.0,20.22287368774414,1.0,0.9051230549812317,s17,14,0.08107709139585495,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s12,1,0.5535382032394409,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s11,2,0.4939226806163788,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s2,3,0.3378658592700958,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s21,4,0.24984174966812134,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s13,5,0.23462067544460297,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s15,6,0.22673268616199493,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s7,7,0.2156011015176773,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s4,8,0.18230687081813812,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s20,9,0.16285289824008942,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s8,10,0.1475885808467865,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s3,11,0.14321227371692657,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s17,12,0.12835747003555298,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s9,13,0.08996590226888657,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
rul,6991,68,17.0,19.418642044067383,1.0,0.9035786390304565,s14,14,0.04878978803753853,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s12,1,0.5331493616104126,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s2,2,0.4785709083080292,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s11,3,0.44959545135498047,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s4,4,0.2505388557910919,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s13,5,0.2496495544910431,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s15,6,0.24063216149806976,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s7,7,0.21373941004276276,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s21,8,0.14653174579143524,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s8,9,0.14270351827144623,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s20,10,0.12621943652629852,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s17,11,0.10189482569694519,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s3,12,0.10021212697029114,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s9,13,0.06233696639537811,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
rul,3445,35,16.0,19.076066970825195,1.0,0.9023459553718567,s14,14,0.027644485235214233,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
rul,8241,81,18.0,19.347646713256836,1.0,0.9020925164222717,s12,1,0.5879844427108765,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
rul,8241,81,18.0,19.347646713256836,1.0,0.9020925164222717,s2,2,0.507078230381012,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
rul,8241,81,18.0,19.347646713256836,1.0,0.9020925164222717,s11,3,0.49533069133758545,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
rul,8241,81,18.0,19.347646713256836,1.0,0.9020925164222717,s7,4,0.28710004687309265,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
rul,8241,81,18.0,19.347646713256836,1.0,0.9020925164222717,s21,5,0.23350800573825836,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
rul,8241,81,18.0,19.347646713256836,1.0,0.9020925164222717,s13,6,0.1990654468536377,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
rul,8241,81,18.0,19.347646713256836,1.0,0.9020925164222717,s15,7,0.18421964347362518,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
rul,8241,81,18.0,19.347646713256836,1.0,0.9020925164222717,s4,8,0.17781253159046173,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
